d,dK,hK,fu,rK,mb
1135,4540,2,-315073619505*u + 10614754956124,30.6864133066975,sqrt(1135)
1137,1137,1,19290626292*u - 650468934487,27.8941065579573,1/2*sqrt(1137)
1138,4552,4,10337*u - 348711,13.4551459584695,sqrt(1138)
1139,4556,4,-4*u - 135,5.59840824129499,sqrt(1139)
1141,1141,1,-37751109/2*u + 1275183065/2,20.9663555856423,1/2*sqrt(1141)
1142,4568,1,26828010*u - 906612101,21.3183724246145,sqrt(1142)
1145,1145,4,-37*u + 1252,7.82564489170918,1/2*sqrt(1145)
1146,4584,2,-101840*u + 3447551,15.7463218624286,sqrt(1146)
1147,4588,2,278945403*u - 9447152318,23.6621263715888,sqrt(1147)
1149,1149,1,212624*u - 7207295,16.4837514460556,1/2*sqrt(1149)
1151,4604,1,-1942607807*u - 65905671840,25.6046375226860,sqrt(1151)
1153,1153,1,3017890256875073*u - 102475040023072656,39.8615428324252,1/2*sqrt(1153)
1154,4616,4,34*u - 1155,7.74500261611300,sqrt(1154)
1155,4620,8,u + 34,4.21929137201208,sqrt(1155)
1157,1157,2,u - 34,4.21972389803107,1/2*sqrt(1157)
1158,4632,4,-34*u - 1157,7.74673272099812,sqrt(1158)
1159,4636,2,49028938575180*u + 1669145551424551,35.7442354251103,sqrt(1159)
1162,4648,2,663462*u - 22616173,17.6273230083380,sqrt(1162)
1163,4652,1,-36956541*u + 1260321002,21.6477794695151,sqrt(1163)
1165,1165,2,53/2*u - 1809/2,7.50052979097371,1/2*sqrt(1165)
1166,4664,2,19340870*u - 660427701,21.0015453954809,sqrt(1166)
1167,4668,2,-10943*u - 373828,13.5246982581235,sqrt(1167)
1169,1169,1,-5388491828064*u + 184235994983935,33.5403858137270,1/2*sqrt(1169)
1171,4684,3,1527430263*u - 52268476130,25.3728064559895,sqrt(1171)
1173,1173,2,-4*u + 137,5.61311478628604,1/2*sqrt(1173)
1174,4696,1,136367209121366140674774*u - 4672442879206569303591365,57.4968714478010,sqrt(1174)
1177,1177,1,-276383546065778460*u + 9482010153904475351,44.3890751897932,1/2*sqrt(1177)
1178,4712,2,-1736*u + 59583,11.6882727579564,sqrt(1178)
1181,1181,1,845/2*u - 29039/2,10.2763950342700,1/2*sqrt(1181)
1182,4728,2,792682*u - 27252587,17.8138061909072,sqrt(1182)
1185,1185,2,-1203200*u + 41418751,18.2323914395223,1/2*sqrt(1185)
1186,4744,4,183522*u + 6320195,16.3524078006374,sqrt(1186)
1187,4748,1,1134743775*u + 39095175626,25.0824120913608,sqrt(1187)
1189,1189,2,745/2*u - 25689/2,10.1538181652096,1/2*sqrt(1189)
1190,4760,4,2*u - 69,4.92720117104388,sqrt(1190)
1191,4764,6,-92*u - 3175,8.75621006708669,sqrt(1191)
1193,1193,1,-24753805*u + 854992268,21.2597501641452,1/2*sqrt(1193)
1194,4776,2,-626476750*u + 21647468749,24.4913015482142,sqrt(1194)
1195,4780,2,-134516232*u + 4650060959,22.9532933464821,sqrt(1195)
1198,4792,1,121525492983646316460*u + 4206256963502359251599,50.4840073033576,sqrt(1198)
1199,4796,2,-14375599*u - 497777820,20.7188115714185,sqrt(1199)
1201,1201,1,7185416856094423077385*u - 249013832327465057144832,54.5649425798726,1/2*sqrt(1201)
1202,4808,2,-312*u - 10817,9.98202142805362,sqrt(1202)
1203,4812,2,-12521*u + 434282,13.6745965522176,sqrt(1203)
1205,1205,2,-7/2*u + 243/2,5.49304450782253,1/2*sqrt(1205)
1207,4828,2,-33387*u + 1159928,14.6570156727504,sqrt(1207)
1209,1209,2,-1640156*u + 57029335,18.5522235230951,1/2*sqrt(1209)
1211,4844,6,5*u + 174,5.85219422230663,sqrt(1211)
1213,1213,1,2027117*u - 70600734,18.7656982795699,1/2*sqrt(1213)
1214,4856,1,2099470260104*u - 73150798374975,32.6166913381121,sqrt(1214)
1217,1217,1,-791969*u + 27628256,17.8274967556701,1/2*sqrt(1217)
1218,4872,4,-10*u + 349,6.54821705022775,sqrt(1218)
1219,4876,2,767914700295135*u + 26811112454855326,38.5207400208843,sqrt(1219)
1221,1221,4,1/2*u - 35/2,3.55453073355810,1/2*sqrt(1221)
1222,4888,2,-221249524122*u + 7734245409307,30.3698262203968,sqrt(1222)
1223,4892,3,35*u + 1224,7.80302647676259,sqrt(1223)
1226,4904,10,u - 35,4.24869926123636,sqrt(1226)
1227,4908,4,35*u + 1226,7.80465913073047,sqrt(1227)
1229,1229,3,1/2*u - 35/2,3.55616339024595,1/2*sqrt(1229)
1230,4920,4,14*u - 491,6.88959027135699,sqrt(1230)
1231,4924,1,58479034523501522751177*u - 2051772574240109813487200,56.6738935023163,sqrt(1231)
1234,4936,2,-16691023073856*u + 586327869067265,34.6980474331295,sqrt(1234)
1235,4940,4,7*u + 246,6.19847458532784,sqrt(1235)
1237,1237,1,36793/2*u - 1294047/2,14.0732850748677,1/2*sqrt(1237)
1238,4952,1,-25650*u - 902501,14.4060722577814,sqrt(1238)
1239,4956,8,-5*u + 176,5.86362310473593,sqrt(1239)
1241,1241,2,-965005*u + 33995032,18.0348721348171,1/2*sqrt(1241)
1243,4972,4,-4875*u - 171874,12.7476641097557,sqrt(1243)
1245,1245,2,-7/2*u + 247/2,5.50937194520069,1/2*sqrt(1245)
1246,4984,2,12575431287288*u - 443896693148735,34.4197601587597,sqrt(1246)
1247,4988,2,-26313*u - 929188,14.4352135460197,sqrt(1247)
1249,1249,1,-261326400283096392593*u + 9235587034329029688240,51.2704983113170,1/2*sqrt(1249)
1253,1253,1,5/2*u - 177/2,5.17611781173747,1/2*sqrt(1253)
1254,5016,4,10234*u + 362405,13.4936648305233,sqrt(1254)
1255,5020,2,878846634708*u + 31134002572889,31.7624688487414,sqrt(1255)
1257,1257,3,2860*u - 101399,12.2199656886933,1/2*sqrt(1257)
1258,5032,4,-3233*u - 114669,12.3429521768966,sqrt(1258)
1259,5036,1,3139843281069*u + 111409143832810,33.0373777016977,sqrt(1259)
1261,1261,2,-2225/2*u + 79011/2,11.2773423624226,1/2*sqrt(1261)
1262,5048,1,1741204708*u + 61855669263,25.5412167736317,sqrt(1262)
1263,5052,2,4004*u - 142297,12.5588188821826,sqrt(1263)
1265,1265,2,5820*u - 206999,12.9336164218721,1/2*sqrt(1265)
1266,5064,2,-14986708*u - 533240465,20.7876302147969,sqrt(1266)
1267,5068,2,17573127*u + 625514462,20.9472321888673,sqrt(1267)
1270,5080,2,16326743118*u - 581837113691,27.7826035526828,sqrt(1270)
1271,5084,4,-920*u - 32799,11.0913004864301,sqrt(1271)
1273,1273,1,-5141646215851476*u + 183449440868134807,40.4438626783967,1/2*sqrt(1273)
1277,1277,1,185/2*u - 6611/2,8.79649023021409,1/2*sqrt(1277)
1279,5116,1,-78940478828277833993575041*u - 2823156987094185989161256000,63.9008004491471,sqrt(1279)
1281,1281,2,-22081748*u + 790329175,21.1811072744146,1/2*sqrt(1281)
1282,5128,2,-95247138*u - 3410326403,22.6432210235758,sqrt(1282)
1283,5132,1,51551261505*u + 1846514088226,28.9374678814617,sqrt(1283)
1285,1285,2,725/2*u - 25989/2,10.1654286520388,1/2*sqrt(1285)
1286,5144,1,707264778*u - 25363110565,24.6497087959023,sqrt(1286)
1289,1289,1,-8359413933853*u + 300125080421900,34.0283676189912,1/2*sqrt(1289)
1290,5160,8,-12*u + 431,6.75925392484565,sqrt(1290)
1291,5164,1,19742774580291798609489951267*u - 709367533957910186877445608410,69.4273184671965,sqrt(1291)
1293,1293,1,-24*u + 863,7.45356153596865,1/2*sqrt(1293)
1294,5176,7,-36*u - 1295,7.85941300562004,sqrt(1294)
1295,5180,4,-u - 36,4.27647316194122,sqrt(1295)
1297,1297,11,u - 36,4.27685896445821,1/2*sqrt(1297)
1298,5192,2,-36*u + 1297,7.86095621626224,sqrt(1298)
1299,5196,8,-24*u + 865,7.45587635336756,sqrt(1299)
1301,1301,1,6025*u - 217318,12.9822641781698,1/2*sqrt(1301)
1302,5208,4,12*u + 433,6.76388357514821,sqrt(1302)
1303,5212,1,1012726314518934688771461*u + 36556474232606087113228808,59.5540477165136,sqrt(1303)
1306,5224,2,-8626815105389*u + 311761210150515,34.0664058391849,sqrt(1306)
1307,5228,1,5414517*u + 195748082,19.7854862751351,sqrt(1307)
1309,1309,2,3237/2*u - 117115/2,11.6709116369541,1/2*sqrt(1309)
1310,5240,2,3456382*u + 125100021,19.3377713238628,sqrt(1310)
1311,5244,4,5353*u + 193820,12.8678323528418,sqrt(1311)
1313,1313,4,17*u - 616,7.11639480293073,1/2*sqrt(1313)
1315,5260,2,24474351*u - 887511646,21.2970793820412,sqrt(1315)
1317,1317,1,11625/2*u - 421877/2,12.9524690813328,1/2*sqrt(1317)
1318,5272,1,313836679699540895794554*u - 11393611468262768176276517,58.3882422132153,sqrt(1318)
1319,5276,1,33401011*u + 1213059240,21.6095584838685,sqrt(1319)
1321,1321,1,1470631386271961169925*u - 53450926715396612796432,53.0261981087425,1/2*sqrt(1321)
1322,5288,2,-821*u + 29851,10.9971207999376,sqrt(1322)
1326,5304,4,-70*u - 2549,8.53660354645914,sqrt(1326)
1327,5308,5,-1785*u - 65024,11.7756588919989,sqrt(1327)
1329,1329,1,-19328835950934116*u + 704641456388201495,41.7896126764170,1/2*sqrt(1329)
1330,5320,4,-34182*u - 1246589,14.7290687598765,sqrt(1330)
1333,1333,1,-2385/2*u + 87077/2,11.3745480635437,1/2*sqrt(1333)
1334,5336,2,-86408256*u + 3155972095,22.5657095785624,sqrt(1334)
1335,5340,4,-1235*u - 45124,11.4103167151620,sqrt(1335)
1337,1337,1,-37397272*u + 1367431647,21.7293472876589,1/2*sqrt(1337)
1338,5352,2,473194*u + 17308813,17.3598735322819,sqrt(1338)
1339,5356,6,-4104*u + 150175,12.6127037402672,sqrt(1339)
1342,5368,6,30*u + 1099,7.69530292797576,sqrt(1342)
1343,5372,2,10591*u - 388128,13.5622376416669,sqrt(1343)
1345,1345,6,132*u - 4841,9.17802375983196,1/2*sqrt(1345)
1346,5384,2,-9282362*u + 340550115,20.3392200339005,sqrt(1346)
1347,5388,2,-164753*u - 6046682,16.3081674303723,sqrt(1347)
1349,1349,1,-435/2*u + 15977/2,9.67890546311007,1/2*sqrt(1349)
1351,5404,8,-168*u - 6175,9.42141133549971,sqrt(1351)
1353,1353,2,1168536*u - 42982433,18.2694492358610,1/2*sqrt(1353)
1354,5416,2,-357503394613*u - 13154959098165,30.9009671017524,sqrt(1354)
1355,5420,2,49532*u - 1823289,15.1092997515519,sqrt(1355)
1357,1357,1,24231/2*u - 892609/2,13.7019039140291,1/2*sqrt(1357)
1358,5432,2,-81404*u + 2999823,15.6072110254517,sqrt(1358)
1361,1361,1,-359338458529*u + 13256618645260,30.9086652445989,1/2*sqrt(1361)
1362,5448,2,37127048*u - 1370184257,21.7313582424634,sqrt(1362)
1363,5452,2,-93495*u - 3451726,15.7475321343193,sqrt(1363)
1365,1365,4,1/2*u - 37/2,3.61018665079450,1/2*sqrt(1365)
1366,5464,1,61987877112128467931286485364042*u + 2291037052846189335142389540899525,77.5074598259237,sqrt(1366)
1367,5468,3,37*u + 1368,7.91425214515430,sqrt(1367)
1370,5480,4,u + 37,4.30424765824956,sqrt(1370)
1371,5484,4,-37*u - 1370,7.91571306618373,sqrt(1371)
1373,1373,3,-1/2*u + 37/2,3.61164757377270,1/2*sqrt(1373)
1374,5496,2,-4142289074*u + 153544325045,26.4504023053579,sqrt(1374)
1378,5512,4,1153*u + 42801,11.3574639264793,sqrt(1378)
1379,5516,2,67806016*u + 2517968895,22.3398655999942,sqrt(1379)
1381,1381,1,2029018105/2*u - 75401981961/2,25.0460993975698,1/2*sqrt(1381)
1382,5528,1,-349782*u - 13003237,17.0738560649904,sqrt(1382)
1383,5532,2,-34821*u - 1294948,14.7671282784292,sqrt(1383)
1385,1385,2,2797*u - 104092,12.2461775830496,1/2*sqrt(1385)
1387,5548,4,40557*u - 1510442,14.9210600617500,sqrt(1387)
1389,1389,1,16796*u - 625975,14.0402128937418,1/2*sqrt(1389)
1390,5560,2,61653851607582*u - 2298622285432981,36.0642335125963,sqrt(1390)
1391,5564,2,-243492*u + 9081305,16.7148756432773,sqrt(1391)
1393,1393,5,-96*u + 3583,8.87710287839129,1/2*sqrt(1393)
1394,5576,4,336*u + 12545,10.1302246377719,sqrt(1394)
1397,1397,1,85/2*u - 3177/2,8.06369253519416,1/2*sqrt(1397)
1398,5592,2,130154*u - 4866437,16.0910197856760,sqrt(1398)
1399,5596,1,-1932130144300442015349*u - 72267866478994045309640,53.3278137167636,sqrt(1399)
1401,1401,1,44183343633378497932*u - 1653779660151229685015,49.5504975048088,1/2*sqrt(1401)
1402,5608,2,24837980029*u + 930015700509,28.2516144857789,sqrt(1402)
1403,5612,2,1995*u + 74726,11.9147305499799,sqrt(1403)
1405,1405,2,60*u - 2249,8.41138808309262,1/2*sqrt(1405)
1406,5624,6,2*u - 75,5.01059084668856,sqrt(1406)
1407,5628,4,-100*u + 3751,8.92292491287353,sqrt(1407)
1409,1409,1,-944744019346217*u + 35462524420653380,38.8004000642385,1/2*sqrt(1409)
1410,5640,4,-20*u - 751,7.31455238906216,sqrt(1410)
1411,5644,4,-11821953*u + 444071330,20.6046429412063,sqrt(1411)
1414,5656,2,-4852648311810*u + 182475063042299,33.5307818193107,sqrt(1414)
1415,5660,2,-585621*u + 22029004,17.6010176872406,sqrt(1415)
1417,1417,2,43572829*u - 1640214636,21.9112401263888,1/2*sqrt(1417)
1418,5672,2,1033*u - 38899,11.2618710030604,sqrt(1418)
1419,5676,4,-339*u + 12770,10.1480011280535,sqrt(1419)
1423,5692,1,12724746017155626396759*u + 480011423186147603704208,55.2212440353581,sqrt(1423)
1426,5704,4,-261132*u - 9860975,16.7972427866314,sqrt(1426)
1427,5708,1,-248147097*u - 9373918762,23.6543442506582,sqrt(1427)
1429,1429,5,5/2*u - 189/2,5.24177500862115,1/2*sqrt(1429)
1430,5720,4,-352*u + 13311,10.1894932191960,sqrt(1430)
1433,1433,1,152353237*u - 5767329724,23.1686222047726,1/2*sqrt(1433)
1434,5736,2,-4665369200*u - 176669098751,26.5906915018048,sqrt(1434)
1435,5740,4,-26373*u + 999046,14.5077032831763,sqrt(1435)
1437,1437,1,-1529/2*u + 57961/2,10.9675256492662,1/2*sqrt(1437)
1438,5752,1,420894506064*u - 15960728127743,31.0942995095085,sqrt(1438)
1439,5756,1,338955373761021521*u + 12857985170030364960,44.6936438868064,sqrt(1439)
1441,1441,1,-22154985959533110482700*u + 841014472843068524054999,55.7820430023478,1/2*sqrt(1441)
1442,5768,4,38*u - 1443,7.96762661927130,sqrt(1442)
1443,5772,8,u + 38,4.33056016511402,sqrt(1443)
1446,5784,8,-38*u + 1445,7.96901166137609,sqrt(1446)
1447,5788,1,-3428291438910093*u - 130410331757421848,40.1026094530931,sqrt(1447)
1451,5804,1,-853403156620707*u - 32507827844328530,38.7134044925536,sqrt(1451)
1453,1453,1,-80274961/2*u + 3059939997/2,21.8416611438949,1/2*sqrt(1453)
1454,5816,1,9616961884*u - 366707758095,27.3209782488774,sqrt(1454)
1455,5820,4,-623*u + 23764,10.7690742895929,sqrt(1455)
1457,1457,1,-189495310312*u + 7233162836703,30.3028446971263,1/2*sqrt(1457)
1459,5836,1,-2569424820981242287252281*u - 98143956337994034503281010,60.5416247554718,sqrt(1459)
1461,1461,1,-246169/2*u + 9409325/2,16.0572117767889,1/2*sqrt(1461)
1462,5848,4,-72*u - 2753,8.61359365271671,sqrt(1462)
1463,5852,4,-4*u + 153,5.72357442212817,sqrt(1463)
1465,1465,2,21442721285*u - 820726984932,28.1266035319865,1/2*sqrt(1465)
1466,5864,2,4005185*u - 153352043,19.5413939514607,sqrt(1466)
1469,1469,2,3/2*u - 115/2,4.74485650541878,1/2*sqrt(1469)
1471,5884,1,-1017128916397276238715671536737*u - 39010573734728288548756018366160,73.4345327011675,sqrt(1471)
1473,1473,1,69273614220*u - 2658699293399,29.3020053122448,1/2*sqrt(1473)
1474,5896,2,-1431510810979476*u - 54959576050729745,39.2385215095764,sqrt(1474)
1477,1477,1,707589/2*u - 27193889/2,17.1185028369067,1/2*sqrt(1477)
1478,5912,3,-3114*u - 119717,12.3860330837254,sqrt(1478)
1479,5916,4,-114525*u - 4404376,15.9912563306703,sqrt(1479)
1481,1481,1,-1019459751361405*u + 39232647265517468,38.9014328140556,1/2*sqrt(1481)
1482,5928,4,-2*u + 77,5.03691043411989,sqrt(1482)
1483,5932,1,-4120928705704463238045*u + 158695889009423019181226,54.1144238564693,sqrt(1483)
1486,5944,5,-492228*u + 18974735,17.4517660959640,sqrt(1486)
1487,5948,1,205495*u + 7924224,16.5785821355122,sqrt(1487)
1489,1489,3,-2578145*u + 99484332,19.1086579029528,1/2*sqrt(1489)
1490,5960,4,5*u + 193,5.95584408098684,sqrt(1490)
1491,5964,4,-1767*u + 68230,11.8237868103157,sqrt(1491)
1493,1493,1,-61/2*u + 2357/2,7.76514508293953,1/2*sqrt(1493)
1495,5980,12,3*u - 116,5.44671879207598,sqrt(1495)
1497,1497,1,581961430932*u - 22516718751127,31.4384263853754,1/2*sqrt(1497)
1498,5992,2,-8311818384*u - 321700659967,27.1900345032475,sqrt(1498)
1499,5996,1,-77552058394306780299*u - 3002576946562695360610,50.1469050355765,sqrt(1499)
1501,1501,1,77500215/2*u - 3002570777/2,21.8227346843300,1/2*sqrt(1501)
1502,6008,1,153939320*u + 5966017599,23.2024926534772,sqrt(1502)
1505,1505,2,-308508*u + 11968361,16.9909243230715,1/2*sqrt(1505)
1506,6024,2,-821517752*u + 31880816705,24.8784174891994,sqrt(1506)
1507,6028,4,-126063*u + 4893778,16.0966223408485,sqrt(1507)
1509,1509,3,-13/2*u + 505/2,6.22455450806810,1/2*sqrt(1509)
1510,6040,2,-2163051048*u + 84053391679,25.8478652296581,sqrt(1510)
1511,6044,1,989404834498003*u - 38459732591163960,38.8815353626992,sqrt(1511)
1513,1513,2,572803224*u - 22280499233,24.5201248395406,1/2*sqrt(1513)
1514,6056,2,1304305*u + 50750707,18.4355832873836,sqrt(1514)
1515,6060,4,13*u + 506,6.91968287342079,sqrt(1515)
1517,1517,2,1/2*u - 39/2,3.66290353459997,1/2*sqrt(1517)
1518,6072,4,26*u - 1013,7.61381844118395,sqrt(1518)
1522,6088,12,u + 39,4.35687315172932,sqrt(1522)
1523,6092,3,39*u + 1522,8.02092761105938,sqrt(1523)
1526,6104,2,2614568*u + 102135615,19.1349592275513,sqrt(1526)
1527,6108,6,-13*u - 508,6.92362765938508,sqrt(1527)
1529,1529,1,-1848616601300*u + 72285400494999,32.6047904757329,1/2*sqrt(1529)
1531,6124,1,29571423275371204812741659877*u + 1157070504812569705163513222450,69.9165913543443,sqrt(1531)
1533,1533,2,-13/2*u + 509/2,6.23244415673143,1/2*sqrt(1533)
1534,6136,14,-6*u + 235,6.15272816773810,sqrt(1534)
1535,6140,2,-35175*u + 1378124,14.8293808925533,sqrt(1535)
1537,1537,2,-1915090212*u + 75080329577,25.7349716188927,1/2*sqrt(1537)
1538,6152,2,-20746*u - 813603,14.3023749915849,sqrt(1538)
1541,1541,1,-30191/2*u + 1185165/2,13.9853925633639,1/2*sqrt(1541)
1542,6168,2,-66010*u + 2592101,15.4611264823044,sqrt(1542)
1543,6172,1,-169120149360850062054141*u - 6643215129085261568619128,57.8487854649029,sqrt(1543)
1545,1545,2,-3141516*u + 123481961,19.3247528191464,1/2*sqrt(1545)
1546,6184,6,-1109*u - 43605,11.3760742823525,sqrt(1546)
1547,6188,4,-3*u - 118,5.46381384993129,sqrt(1547)
1549,1549,1,17199418961/2*u - 676923333555/2,27.2408238590664,1/2*sqrt(1549)
1551,6204,4,-46980*u - 1850201,15.1239520203612,sqrt(1551)
1553,1553,1,-2330233*u + 91830104,19.0285979126765,1/2*sqrt(1553)
1554,6216,4,4066*u - 160285,12.6778559402218,sqrt(1554)
1555,6220,2,129784305853476*u - 5117847907209209,36.8646575955352,sqrt(1555)
1558,6232,2,452808030*u + 17873016101,24.2997051125702,sqrt(1558)
1559,6236,1,-53759147640581*u - 2122635541940760,35.9845820722067,sqrt(1559)
1561,1561,1,-4338388198177894781607072*u + 171407516109350655091252735,61.0992332688990,1/2*sqrt(1561)
1562,6248,2,45878*u + 1813197,15.1037493240739,sqrt(1562)
1563,6252,2,-608437685*u + 24054459026,24.5967334033590,sqrt(1563)
1565,1565,2,25/2*u - 989/2,6.89669535398954,1/2*sqrt(1565)
1567,6268,3,-66543*u - 2634128,15.4772099359569,sqrt(1567)
1569,1569,1,-92754893170353950236*u + 3674077401859095458455,50.3487361874689,1/2*sqrt(1569)
1570,6280,4,302693*u + 11993673,16.9930369992671,sqrt(1570)
1571,6284,1,36080080863*u + 1430064397610,28.6818877730400,sqrt(1571)
1574,6296,1,78066512141574*u + 3097184950960165,36.3624171940716,sqrt(1574)
1577,1577,1,-2828573966428*u + 112326799954263,33.0455807758368,1/2*sqrt(1577)
1578,6312,2,11136*u - 442367,13.6930423138383,sqrt(1578)
1579,6316,1,-21463242324201893177981952219891*u + 852876982639022059460736831316490,76.5193152901679,sqrt(1579)
1581,1581,2,-21/2*u + 835/2,6.72743029059054,1/2*sqrt(1581)
1582,6328,4,-216060*u - 8593649,16.6596811805947,sqrt(1582)
1583,6332,1,-2370444310151*u - 94312707829728,32.8707842366428,sqrt(1583)
1585,1585,2,10021140809*u - 398962243872,27.4052798030316,1/2*sqrt(1585)
1586,6344,4,-325*u + 12943,10.1614575624947,sqrt(1586)
1589,1589,1,158817/2*u - 6330805/2,15.6609379582305,1/2*sqrt(1589)
1590,6360,8,-8*u + 319,6.45833582659887,sqrt(1590)
1591,6364,2,-289337903407635*u - 11540919718817324,37.6778225317126,sqrt(1591)
1594,6376,2,586466207477*u - 23414622020115,31.4775289963550,sqrt(1594)
1595,6380,4,16*u + 639,7.15305102267353,sqrt(1595)
1597,1597,1,2518525/2*u - 100646511/2,18.4271250447697,1/2*sqrt(1597)
1598,6392,4,-40*u - 1599,8.07028079561545,sqrt(1598)
1599,6396,12,u - 40,4.38187034804007,sqrt(1599)
1601,1601,7,u - 40,4.38218284806550,1/2*sqrt(1601)
1603,6412,2,1811192895*u + 72515603726,25.7002147800166,sqrt(1603)
1605,1605,2,16*u - 641,7.15617602903138,1/2*sqrt(1605)
1606,6424,2,612312261798*u + 24538370918885,31.5244063488442,sqrt(1606)
1607,6428,1,-3418785065885*u + 137050219854024,33.2445157234244,sqrt(1607)
1609,1609,1,-5745796381280420432166845*u + 230477350888785807136105668,61.3953420092397,1/2*sqrt(1609)
1610,6440,4,-8*u - 321,6.46458587746244,sqrt(1610)
1613,1613,1,37*u - 1486,7.99699051905222,1/2*sqrt(1613)
1614,6456,2,7260775270*u + 291698879051,27.0921350515581,sqrt(1614)
1615,6460,4,-81732*u - 3284569,15.6978931794177,sqrt(1615)
1618,6472,4,26737*u + 1075479,14.5814238822575,sqrt(1618)
1619,6476,1,-1939851949127419161*u - 78053433117061872410,46.4970724865719,sqrt(1619)
1621,1621,1,-119806883557/2*u + 4823622127875/2,29.2045462405845,1/2*sqrt(1621)
1622,6488,1,-70297763190*u + 2831176412101,29.3648606150890,sqrt(1622)
1623,6492,2,1316*u + 53017,11.5715150762914,sqrt(1623)
1626,6504,2,-6612668183130*u - 266647183921549,33.9100946725251,sqrt(1626)
1627,6508,3,-363*u - 14642,10.2847965696004,sqrt(1627)
1630,6520,2,-373476558*u + 15078465611,24.1296806249756,sqrt(1630)
1631,6524,4,-975*u - 39376,11.2740589530295,sqrt(1631)
1633,1633,1,-8166047445137789303136*u + 329993200416163472690687,54.8465061828836,1/2*sqrt(1633)
1634,6536,2,611556*u - 24720785,17.7163021262729,sqrt(1634)
1635,6540,4,-2852*u - 115321,12.3486220037786,sqrt(1635)
1637,1637,1,137/2*u - 5543/2,8.62029118196675,1/2*sqrt(1637)
1639,6556,6,34629*u - 1401940,14.8465147302150,sqrt(1639)
1641,1641,5,-108*u + 4375,9.07680896629044,1/2*sqrt(1641)
1642,6568,2,931466115401*u - 37744496576829,31.9550079755114,sqrt(1642)
1643,6572,2,221*u + 8958,9.79344944421176,sqrt(1643)
1645,1645,2,657/2*u - 26647/2,10.1904318514927,1/2*sqrt(1645)
1646,6584,3,1988*u + 80655,11.9910832584334,sqrt(1646)
1649,1649,2,-2680393*u + 108845080,19.1985833253670,1/2*sqrt(1649)
1651,6604,2,1382177919146568*u + 56161343343007135,39.2601522548275,sqrt(1651)
1653,1653,2,35/2*u - 1423/2,7.26052210424501,1/2*sqrt(1653)
1654,6616,9,366*u - 14885,10.3012564528815,sqrt(1654)
1655,6620,2,7876*u - 320409,13.3705007642270,sqrt(1655)
1657,1657,1,-263494752020635645*u + 10725887168686036632,44.5123390355368,1/2*sqrt(1657)
1658,6632,2,-1073*u - 43691,11.3780445909073,sqrt(1658)
1659,6636,4,-18356*u - 747655,14.2178441011703,sqrt(1659)
1661,1661,1,71585/2*u - 2917473/2,14.8862283886012,1/2*sqrt(1661)
1662,6648,2,-1578550*u + 64353749,18.6730529303876,sqrt(1662)
1663,6652,1,4231222898258884355775*u + 172548834009765974150624,54.1981144255511,sqrt(1663)
1667,6668,1,6665390367*u + 272140632242,27.0227319804897,sqrt(1667)
1669,1669,1,31658329/2*u - 1293350265/2,20.9805017933226,1/2*sqrt(1669)
1670,6680,2,2448162*u + 100045691,19.1142847301607,sqrt(1670)
1671,6684,2,233835*u + 9558676,16.7661069622725,sqrt(1671)
1673,1673,1,77707680976*u - 3178424641407,29.4805539747476,1/2*sqrt(1673)
1677,1677,4,1/2*u - 41/2,3.71297665117339,1/2*sqrt(1677)
1678,6712,1,238686492939208596*u + 9777409878270240143,44.4197534648009,sqrt(1678)
1679,6716,4,41*u - 1680,8.11969616438014,sqrt(1679)
1685,1685,2,-1/2*u + 41/2,3.71416642057212,1/2*sqrt(1685)
1686,6744,2,860934422*u + 35350768325,24.9817331444076,sqrt(1686)
1687,6748,2,-843749566395*u + 34655415003224,31.8696222870637,sqrt(1687)
1689,1689,1,-782665679312412462996*u + 32165559846732699944855,52.5183304436099,1/2*sqrt(1689)
1691,6764,2,814679883*u - 33501079090,24.9279906674604,sqrt(1691)
1693,1693,1,33365/2*u - 1372839/2,14.1323914164037,1/2*sqrt(1693)
1695,6780,4,6063*u + 249616,13.1208261965430,sqrt(1695)
1697,1697,1,285252185*u - 11750866732,23.8803400198016,1/2*sqrt(1697)
1698,6792,2,120070380*u + 4947715601,23.0153389928180,sqrt(1698)
1699,6796,1,-66555468361862588059573967039601*u - 2743345037851573163040031857578450,77.6876332419068,sqrt(1699)
1702,6808,2,5600952727350*u + 231069000116251,33.7668846642097,sqrt(1702)
1703,6812,2,-46956*u + 1937753,15.1701867928898,sqrt(1703)
1705,1705,8,-24*u + 991,7.59186146032835,1/2*sqrt(1705)
1706,6824,2,11673589*u + 482163035,20.6869400422702,sqrt(1706)
1707,6828,2,-14915*u + 616226,14.0245162389067,sqrt(1707)
1709,1709,1,130409/2*u - 5391115/2,15.5002627860557,1/2*sqrt(1709)
1711,6844,2,-296320326540*u + 12257063847449,30.8302707078940,sqrt(1711)
1713,1713,1,-932560238356*u + 38597180060887,31.9773475148732,1/2*sqrt(1713)
1714,6856,12,-5*u + 207,6.02587180821613,sqrt(1714)
1717,1717,2,1248*u - 51713,11.5466116600315,1/2*sqrt(1717)
1718,6872,1,-3319590*u + 137592901,19.4329570711228,sqrt(1718)
1721,1721,1,-76506518214341*u + 3173868090153260,36.3868746372132,1/2*sqrt(1721)
1722,6888,4,2*u + 83,5.11195149664370,sqrt(1722)
1723,6892,1,12709066495146742875*u - 527541088010971890626,48.4079056087335,sqrt(1723)
