d,dK,hK,fu,rK,mb
6331,25324,2,1112179801532414600640185205*u + 88493456821056144325658502326,67.3458733064544,sqrt(6331)
6333,6333,1,455225/2*u - 36226873/2,17.4053117494583,1/2*sqrt(6333)
6334,25336,3,-2623141098337361893656*u + 208766438037333847204415,54.3886502391547,sqrt(6334)
6335,25340,4,-8289*u - 659744,14.0927543405297,sqrt(6335)
6337,6337,1,904703105052381976486999251486484213034447772169*u - 72019140563066543504059589396272220795398960437084,115.494163569114,1/2*sqrt(6337)
6338,25352,2,-30899554*u - 2459961603,22.3165587587922,sqrt(6338)
6339,25356,4,23166323135*u + 1844452543826,28.9363508057361,sqrt(6339)
6341,6341,2,-1691/2*u + 134655/2,11.8104712308037,1/2*sqrt(6341)
6342,25368,4,3212*u - 255793,13.1452709831796,sqrt(6342)
6343,25372,1,-17528435683410380348972762107292536348519602300489570339*u + 1396016383417394854726447162396726630363619864878347974648,132.274120221464,sqrt(6343)
6346,25384,2,51482945689583708866213225812*u - 4101223354119971268626729989295,71.1819852786390,sqrt(6346)
6347,25388,4,-717*u - 57122,11.6460917908894,sqrt(6347)
6349,6349,1,-871606506030306873/2*u + 69450140213672914145/2,45.6871407620065,1/2*sqrt(6349)
6351,25404,4,85296181215*u + 6797522350324,30.2407264820288,sqrt(6351)
6353,6353,1,-21260646454502572937753*u + 1694594893160392035813224,56.4826331235988,1/2*sqrt(6353)
6355,25420,8,252*u - 20089,10.6010748605026,sqrt(6355)
6357,6357,2,35932*u - 2864887,15.5611866463773,1/2*sqrt(6357)
6359,25436,1,-60825230239377270251385250331*u + 4850406910922858764905758102280,71.3497625709707,sqrt(6359)
6361,6361,1,-41201643357906385173703406347343027704579218469768071221*u - 3286073221538013793036737849220391590710793366054957072860,133.130190783466,1/2*sqrt(6361)
6362,25448,2,199015525*u + 15873905443,24.1810896114356,sqrt(6362)
6365,6365,2,105/2*u - 8377/2,9.03324511990354,1/2*sqrt(6365)
6366,25464,6,-58750*u + 4687499,16.0535569164874,sqrt(6366)
6367,25468,1,23498679404940991142714939003349424945766856746464932495*u - 1875041486035189566056928531182801153441054899643731758224,132.569128266284,sqrt(6367)
6369,6369,2,418356795963961636*u - 33387388654946908055,45.6478570979510,1/2*sqrt(6369)
6371,25484,2,159852997216770154788*u + 12759233525644316491385,51.5936893410242,sqrt(6371)
6373,6373,1,1089738722514385*u - 86995010031450882,39.6977743365200,1/2*sqrt(6373)
6374,25496,1,5071231839079560838546936125007337607100294853826*u + 404873633296779705308205020054165020010223456768965,117.220806646142,sqrt(6374)
6377,6377,1,-67934301329341040*u + 5424969760988820351,43.8306911798525,1/2*sqrt(6377)
6378,25512,2,138489465906*u + 11060098578253,30.7275122055857,sqrt(6378)
6379,25516,1,-86103891207255516631891379959929567703531548024619028603542629979042398291*u - 6877000875155976886353018641937568653595150953705800940795476176360799279210,175.315211792709,sqrt(6379)
6382,25528,1,-48504165817482283773372779460*u + 3874872704583871998581289584399,71.1252127822171,sqrt(6382)
6383,25532,2,-70150596*u + 5604589223,23.1399987837445,sqrt(6383)
6385,6385,2,203630341767040487369922961*u - 16271325797946292161016281828,65.6523490965841,1/2*sqrt(6385)
6386,25544,4,1362100*u + 108848751,19.1986170516327,sqrt(6386)
6387,25548,2,79940057303*u + 6388706152922,30.1787000643952,sqrt(6387)
6389,6389,1,-529473169/2*u + 42321436585/2,24.4685595696906,1/2*sqrt(6389)
6391,25564,4,308313113316108*u - 24647700351361625,38.4366071795733,sqrt(6391)
6393,6393,1,-6269581655411983747869183588535340*u - 501292163192169863427862941355104151,82.8956443405408,1/2*sqrt(6393)
6394,25576,2,28300248589733567152181538336*u + 2262958379007254949988503161855,70.5873729449092,sqrt(6394)
6395,25580,10,-32*u + 2559,8.54051897854294,sqrt(6395)
6397,6397,1,3016477517/2*u - 241261635777/2,26.2091478072024,1/2*sqrt(6397)
6398,25592,4,-80*u + 6399,9.45704418159398,sqrt(6398)
6401,6401,12,-u + 80,5.07521287544521,1/2*sqrt(6401)
6402,25608,8,-80*u - 6401,9.45735668160034,sqrt(6402)
6403,25612,2,-5176566760316319*u - 414222390080434322,41.2583265791769,sqrt(6403)
6405,6405,4,-32*u + 2561,8.54130022864228,1/2*sqrt(6405)
6406,25624,1,-40523963681450780957067245597505420404778411441401803053299663181749478347659098*u - 3243436387153323162359515768453078790175599238629928871409917802325729151926730085,188.379173094148,sqrt(6406)
6407,25628,2,-141267483243*u + 11307577422788,30.7496413658646,sqrt(6407)
6409,6409,8,494965*u - 39625032,18.1881187782923,1/2*sqrt(6409)
6410,25640,8,16*u + 1281,7.84854333010689,sqrt(6410)
6411,25644,4,9505972*u + 761131015,21.1434632431972,sqrt(6411)
6414,25656,6,3693046*u + 295766645,20.1982285204415,sqrt(6414)
6415,25660,2,-1790508655041*u + 143408454349204,33.2898651793262,sqrt(6415)
6418,25672,4,19516905845*u + 1563546577857,28.7711249847229,sqrt(6418)
6421,6421,1,5959690363128497996593/2*u - 477556797804887817364185/2,54.5229700540044,1/2*sqrt(6421)
6423,25692,6,-1309*u + 104908,12.2539862351215,sqrt(6423)
6427,25708,3,54565455335738997*u + 4374434656399576562,43.6154561445182,sqrt(6427)
6429,6429,1,-2253217384957/2*u + 180665324857085/2,32.8276674016822,1/2*sqrt(6429)
6430,25720,2,-3358955474891718583459266*u + 269345505815897132582580491,61.5511843761098,sqrt(6430)
6431,25724,2,-1000992591977*u - 80273115387900,32.7096030592392,sqrt(6431)
6433,6433,1,-40396456689999037778544068466185226149358456*u - 3240037591821601881463426913277669712046348767,105.485061297443,1/2*sqrt(6433)
6434,25736,4,-7758206*u - 622302915,20.9420847143243,sqrt(6434)
6437,6437,2,13/2*u - 1043/2,6.94985737424473,1/2*sqrt(6437)
6438,25752,4,177100*u + 14209999,17.1626036102602,sqrt(6438)
6439,25756,2,-4531672944758193635905806398935629*u - 363636753186849406110358323018564680,82.5746106879304,sqrt(6439)
6441,6441,2,461882800845128738992*u - 37068792583199141236865,52.6602095788019,1/2*sqrt(6441)
6442,25768,2,121418621861079588807113521*u - 9745310017366075569030236589,65.1397308368200,sqrt(6442)
6443,25772,2,-134931*u - 10830682,16.8910407707769,sqrt(6443)
6445,6445,4,317/2*u - 25449/2,10.1444317300199,1/2*sqrt(6445)
6446,25784,2,42139108038*u - 3383221945355,29.5429967902110,sqrt(6446)
6447,25788,8,-1105*u - 88724,12.0864328871989,sqrt(6447)
6449,6449,1,24594178484702785964801781391401267785*u + 1975051884207350380383170414833339146032,91.1745604758205,1/2*sqrt(6449)
6451,25804,1,-93921831705941541109206830911426266704741403553615475788181936869640055142084907607*u + 7543624715507517624573852947949528651116652767102775595750419511195355811150621742250,196.130997790065,sqrt(6451)
6454,25816,2,-284499108053850947160030*u + 22855745404342008219953051,59.0843919381665,sqrt(6454)
6455,25820,2,-151933865020*u - 12206824740249,30.8261634967575,sqrt(6455)
6457,6457,1,224017025875880787326054340212533550628*u + 18000991229258736230684507207760561044183,93.3843926319998,1/2*sqrt(6457)
6458,25832,2,-2328551407328857*u - 187126308674514629,40.4637074117705,sqrt(6458)
6459,25836,2,2795286599381*u + 224651325187130,33.7387178308839,sqrt(6459)
6461,6461,2,31169/2*u - 2505375/2,14.7339489818957,1/2*sqrt(6461)
6463,25852,2,-1397943057066127521*u + 112384536671805784928,46.8616052083539,sqrt(6463)
6465,6465,2,-1169953376419904808*u + 94070362962366148319,46.6837218988577,1/2*sqrt(6465)
6466,25864,4,-154077397726685*u - 12389585726480457,37.7487798344333,sqrt(6466)
6467,25868,2,18899348*u + 1519841337,21.8350189633636,sqrt(6467)
6469,6469,1,-1431331361241340360435985*u + 115122115744276354889341782,60.7011828534259,1/2*sqrt(6469)
6470,25880,2,1971073410*u + 158545872251,26.4824569837841,sqrt(6470)
6473,6473,1,3669157970523947307445*u - 295201944330562247806768,54.7350938126252,1/2*sqrt(6473)
6474,25896,4,-175100*u + 14088751,17.1540344160770,sqrt(6474)
6477,6477,2,-47229/2*u + 3800981/2,15.1507697492743,1/2*sqrt(6477)
6478,25912,2,405123041296764*u - 32606742675450383,38.7164426729921,sqrt(6478)
6479,25916,4,-120440159*u + 9694497660,23.6879714905213,sqrt(6479)
6481,6481,5,132319961*u - 10652373240,23.7821957242734,1/2*sqrt(6481)
6482,25928,4,-92*u - 7407,9.60332795401648,sqrt(6482)
6483,25932,4,58036791*u - 4672952882,22.9582041981436,sqrt(6483)
6485,6485,2,-17/2*u + 1369/2,7.22183635886011,1/2*sqrt(6485)
6486,25944,16,-28*u + 2255,8.41405238333275,sqrt(6486)
6487,25948,2,-1956679879713213*u - 157594743681103052,40.2919504000609,sqrt(6487)
6490,25960,4,13168281347946612*u - 1060843806808912081,42.1987434900610,sqrt(6490)
6491,25964,1,29327349414717086161481603215498343101317*u + 2362809009037898696906507698833027781922090,98.2615722556187,sqrt(6491)
6493,6493,1,1799988754110567/2*u - 145041570352795241/2,39.5157967883312,1/2*sqrt(6493)
6494,25976,4,-135464*u - 10916415,16.8989253582365,sqrt(6494)
6495,25980,4,-29223817*u + 2355193084,22.2730357305735,sqrt(6495)
6497,6497,4,5088*u - 410113,13.6173351910217,1/2*sqrt(6497)
6499,25996,6,-2588985951*u + 208714663610,26.7573810907887,sqrt(6499)
6501,6501,2,-22989/2*u + 1853575/2,14.4326267647410,1/2*sqrt(6501)
6502,26008,1,-39281478207502838858457579671803496654931281682*u + 3167461209729760197270607972501074061339117671557,112.370162031076,sqrt(6502)
6503,26012,2,255416894995*u - 20597119944024,31.3493195539674,sqrt(6503)
6505,6505,2,288994781695522416206520924*u - 23308463804513447417617469609,66.0117612394229,1/2*sqrt(6505)
6506,26024,2,636433265*u + 51334566707,25.3547773577230,sqrt(6506)
6509,6509,1,-4267341013/2*u + 344282133405/2,26.5647273134234,1/2*sqrt(6509)
6510,26040,8,-2774*u - 223819,13.0117401490410,sqrt(6510)
6511,26044,4,-585198557269095*u + 47220120871929424,39.0867436668860,sqrt(6511)
6513,6513,2,2448677819260*u - 197616037320599,33.6104942390383,1/2*sqrt(6513)
6514,26056,2,54854761442570843156313512708615904*u - 4427292419970666283530435680190997505,85.0739987336685,sqrt(6514)
6515,26060,6,-791*u - 63846,11.7573763931684,sqrt(6515)
6518,26072,1,-81564647223122805440017794*u - 6585050960189334069578521957,64.7477467653935,sqrt(6518)
6519,26076,4,-1338511211*u - 108071829520,26.0992091117056,sqrt(6519)
6521,6521,1,2536081032195508159193905635324734309*u + 204795413423106280551546383085847154060,88.9082220258652,1/2*sqrt(6521)
6522,26088,2,-20522648858*u - 1657386555853,28.8294102942998,sqrt(6522)
6523,26092,2,799114446066193941*u - 64540551330755523242,46.3069725835061,sqrt(6523)
6526,26104,2,-19101496304874661131058357280282662363050*u - 1543088815733438531385128585938765023932501,97.8355072184578,sqrt(6526)
6527,26108,2,70609188*u + 5704505767,23.1576693655164,sqrt(6527)
6529,6529,1,-176626046141339014696929230337529745288227799530623937*u - 14271777996661308468652397879159195151505985531648687760,127.691026222788,1/2*sqrt(6529)
6530,26120,4,1117*u - 90263,12.1036300907337,sqrt(6530)
6531,26124,4,243860*u + 19707449,17.4896544246255,sqrt(6531)
6533,6533,1,-143633/2*u + 11609421/2,16.2673274816294,1/2*sqrt(6533)
6535,26140,2,-293700457427711977626479277705963*u + 23742553149574516988148014771470804,79.8457241790797,sqrt(6535)
6537,6537,1,-145148960086988637392286428*u + 11735542516471183551063439447,65.3255667502660,1/2*sqrt(6537)
6538,26152,2,-499080340973138397653694*u - 40354588325795858528568013,59.6528945138229,sqrt(6538)
6539,26156,2,-31046455662642204*u + 2510543183026322105,43.0601779917639,sqrt(6539)
6541,6541,1,154495898129267535/2*u - 12495079623039146777/2,43.9718666105515,1/2*sqrt(6541)
6542,26168,1,4594135053001499690630012*u + 371585730327592394610505743,61.8729690179940,sqrt(6542)
6545,6545,4,-87032*u + 7040991,16.4604066658329,1/2*sqrt(6545)
6546,26184,2,-679959743635187584530088*u - 55013743972803368272619585,59.9627724568467,sqrt(6546)
6547,26188,1,-66121037085422580124862981652084915780838919625*u + 5350086788713218531139788913500599108604538890626,112.894344427240,sqrt(6547)
6549,6549,6,27/2*u - 2185/2,7.68937089807155,1/2*sqrt(6549)
6551,26204,1,-15855522239426386243643*u - 1283318192231323782895320,56.2046384737177,sqrt(6551)
6553,6553,1,6817518367216791245924491871678900222714425558933*u + 551882217481346196586328109370771495859553236705196,117.530566293656,1/2*sqrt(6553)
6554,26216,4,10601737*u - 858282475,21.2635910087713,sqrt(6554)
6555,26220,8,-27*u - 2186,8.38297579697980,sqrt(6555)
6557,6557,3,1/2*u - 81/2,4.39429670402450,1/2*sqrt(6557)
6558,26232,6,54*u + 4373,9.07635171889969,sqrt(6558)
6559,26236,18,81*u + 6560,9.48189305668867,sqrt(6559)
6562,26248,16,u + 81,5.08763443700227,sqrt(6562)
6563,26252,5,-81*u - 6562,9.48219788827512,sqrt(6563)
6565,6565,8,-1/2*u + 81/2,4.39460153562865,1/2*sqrt(6565)
6567,26268,8,-27*u + 2188,8.38389029188079,sqrt(6567)
6569,6569,1,1812118043678740788312845*u - 146871021586836632861760332,60.9447442098803,1/2*sqrt(6569)
6571,26284,3,10900059830577543363*u - 883577433291575193890,48.9236577861655,sqrt(6571)
6573,6573,2,27/2*u - 2189/2,7.69119988882951,1/2*sqrt(6573)
6574,26296,10,149226*u + 12099275,17.0018032719764,sqrt(6574)
6577,6577,1,345924104548608596723055835736310212034855285041*u - 28053997008104134957501206148364354197068284563044,114.551362761924,1/2*sqrt(6577)
6578,26312,4,2546*u + 206493,12.9311689730577,sqrt(6578)
6581,6581,1,428593912158197/2*u - 34768979451065405/2,38.0875019890779,1/2*sqrt(6581)
6582,26328,2,9185137137086102402*u - 745185822800346389477,48.7533124683083,sqrt(6582)
6583,26332,2,-285580024137398595444*u + 23170731971099356989017,52.1903240627095,sqrt(6583)
6585,6585,2,-225393758488*u + 18290255624671,31.2305367349921,1/2*sqrt(6585)
6586,26344,4,-1417477421*u + 115034209635,26.1616425767196,sqrt(6586)
6587,26348,2,1593370372517*u + 129318473435262,33.1864464447235,sqrt(6587)
6589,6589,1,-481935784690255358235/2*u + 39120007421048186635477/2,52.0209209877412,1/2*sqrt(6589)
6590,26360,2,44511711746474*u + 3613408011883221,36.5165749500958,sqrt(6590)
6593,6593,1,-4810820709408196*u + 390625607143183383,41.1996731502466,1/2*sqrt(6593)
6594,26376,12,-290*u + 23549,10.7599858158071,sqrt(6594)
6595,26380,2,-2191225367262167265431818704*u - 177948547293392043225094247039,68.0444391397558,sqrt(6595)
6598,26392,7,-263910*u - 21436901,17.5737715213690,sqrt(6598)
6599,26396,1,993277960673529251*u + 80688169555067303160,46.5302708211515,sqrt(6599)
6601,6601,6,-218480568*u + 17750789855,24.2928430313110,1/2*sqrt(6601)
6602,26408,2,3048248809*u - 247678422419,26.9285442384551,sqrt(6602)
6603,26412,4,63232531*u + 5138202478,23.0531163233584,sqrt(6603)
6605,6605,2,56581/2*u - 4598403/2,15.3412196272674,1/2*sqrt(6605)
6607,26428,1,1363333357249975054580594646517369527*u - 110816445118214087841071149354669881248,88.2940857132899,sqrt(6607)
6609,6609,1,-36032171455370773783287644055703667884994732549356*u + 2929262631282327213862370292425239465824237412555735,119.199737652935,1/2*sqrt(6609)
6610,26440,4,456557505557*u - 37118995627167,31.9382971465826,sqrt(6610)
6611,26444,2,647098500903*u - 52614321266330,32.2871566465948,sqrt(6611)
6613,6613,2,-255255/2*u + 20757427/2,16.8484146683110,1/2*sqrt(6613)
6614,26456,1,-465689207172555157536265480323954*u - 37872874445910463909158488354230885,80.3126903913782,sqrt(6614)
6617,6617,2,786116566765*u - 63946608514768,32.4822167897179,1/2*sqrt(6617)
6618,26472,2,337711184*u - 27473173247,24.7296230277603,sqrt(6618)
6619,26476,1,100141494861360802220654771257627297246510464160243397802397791866310411*u + 8147235323415960715751514221305806423480395688388979147200576217212725410,168.576952521714,sqrt(6619)
6621,6621,1,-3423920089551/2*u + 278602759767265/2,33.2608080830661,1/2*sqrt(6621)
6622,26488,8,-1488*u - 121087,12.3974117550236,sqrt(6622)
6623,26492,6,-55*u - 4476,9.09963223751333,sqrt(6623)
6626,26504,16,5*u - 407,6.70196187521439,sqrt(6626)
6629,6629,1,-1029343784*u + 83807802975,25.8449391349197,1/2*sqrt(6629)
6630,26520,8,266*u + 21659,10.6763235314645,sqrt(6630)
6631,26524,18,-420*u - 34201,11.1331573427355,sqrt(6631)
6634,26536,2,2781115067497686041317183374520860*u - 226520072306645881450179393118651951,82.1012888098155,sqrt(6634)
6635,26540,2,-904439635*u + 73671591126,25.7160302759860,sqrt(6635)
6637,6637,3,-17585/2*u + 1432611/2,14.1750092114806,1/2*sqrt(6637)
6638,26552,1,-39737652569090669230429100*u + 3237582414153541105167609999,64.0377715742100,sqrt(6638)
6639,26556,6,-16975*u + 1383124,14.8330024473466,sqrt(6639)
6641,6641,2,-3487110281*u + 284172745000,27.0659953277965,1/2*sqrt(6641)
6643,26572,4,-139878921*u + 11400775658,23.8500944107676,sqrt(6643)
6645,6645,2,-129139/2*u + 10527007/2,16.1694546081900,1/2*sqrt(6645)
6646,26584,1,16700817335725571818288482944929300553298047542525539738*u + 1361500779904929873257722297083341292823728373326339940805,132.249085087180,sqrt(6646)
6649,6649,4,1243023720293*u - 101357895041700,32.9428260651360,1/2*sqrt(6649)
6653,6653,1,276173*u - 22526306,17.6233415203600,1/2*sqrt(6653)
6654,26616,2,254960326845726147530*u - 20797637559039484043051,52.0822735347993,sqrt(6654)
6657,6657,2,4565352694608*u - 372489137922943,34.2443761739445,1/2*sqrt(6657)
6658,26632,2,-92038045813317659034*u + 7509988714902344687843,51.0636680965337,sqrt(6658)
6659,26636,1,-404314670014466538342644867093019187947244881*u + 32993167119234423318352007546184471465480050090,107.805776848326,sqrt(6659)
6661,6661,1,274751710365896406817/2*u - 22423846997038486071135/2,51.4644119435354,1/2*sqrt(6661)
6662,26648,1,-13510950382842*u + 1102778304107237,35.3297563019836,sqrt(6662)
6663,26652,2,27654580164*u + 2257365983257,29.1383669359221,sqrt(6663)
6665,6665,2,122056999011912*u - 9964666420254431,37.5309690534375,1/2*sqrt(6665)
6666,26664,8,169850*u + 13867501,17.1382057835825,sqrt(6666)
6667,26668,2,256690636826654547*u - 20959226693531289602,45.1822578188324,sqrt(6667)
6670,26680,12,-294*u + 24011,10.7794145177871,sqrt(6670)
6671,26684,8,105*u - 8576,9.74987006047138,sqrt(6671)
6673,6673,1,-152655779067378036699196958210240211228122477025665*u - 12470211300056004288074433076604523464744692283175132,120.648329627476,1/2*sqrt(6673)
6674,26696,4,131450*u + 10738749,16.8825163403736,sqrt(6674)
6677,6677,1,728*u - 59487,11.6866602607562,1/2*sqrt(6677)
6679,26716,1,-26210210433181658845662170039821152139452100134519224961522370511978917023080709*u + 2142033356329020475308925691837805010772036873625468862864267527291990271268301080,187.964295257498,sqrt(6679)
6681,6681,6,-94248*u + 7703585,16.5503435434486,1/2*sqrt(6681)
6682,26728,8,167225*u + 13669557,17.1238289820049,sqrt(6682)
6683,26732,8,4*u + 327,6.48310501344902,sqrt(6683)
6685,6685,6,-21/2*u + 1717/2,7.44833352169452,1/2*sqrt(6685)
6686,26744,3,-60431573870072*u + 4941366780060735,36.8295655445283,sqrt(6686)
6689,6689,1,-5874517564503860158634066853480910225*u - 480455096551362368982788498224688028568,89.7609443008831,1/2*sqrt(6689)
6690,26760,4,30634*u - 2505629,15.4271975393456,sqrt(6690)
6691,26764,1,3255712590706310144368070439064674414075007864939622124783*u + 266312513770458270300496896278630802119747382528400435143650,137.525167964189,sqrt(6691)
6693,6693,2,-37333/2*u + 3054241/2,14.9320416745483,1/2*sqrt(6693)
6694,26776,1,1518825655494195304546263859791381399091629494171842437155101620156874198309537386*u - 124265559197810993604634186125505786629765374240155682037422377437054002611648848485,192.024960595146,sqrt(6694)
6695,26780,4,1819*u - 148836,12.6037474881520,sqrt(6695)
6697,6697,2,32199379781445025212*u - 2635042692348696342313,50.0163335173268,1/2*sqrt(6697)
6698,26792,4,-397*u - 32491,11.0818655876874,sqrt(6698)
6699,26796,8,25901*u + 2119930,15.2600408077950,sqrt(6699)
6701,6701,1,-2241136945/2*u + 183458654461/2,25.9352551627647,1/2*sqrt(6701)
6702,26808,2,-6322336882*u + 517582811093,27.6655825512796,sqrt(6702)
6703,26812,1,-1924159848324365413234344440686375105302137595129*u - 157534528564756659346177068073388231862402601807568,116.276876307495,sqrt(6703)
6706,26824,4,-331930594518702*u + 27181852929610525,38.5344731544090,sqrt(6706)
6707,26828,4,3625*u + 296874,13.2942102659014,sqrt(6707)
6709,6709,1,-18343241007533909/2*u + 1502467090435300515/2,41.8536401578757,1/2*sqrt(6709)
6710,26840,4,-3290*u + 269499,13.1974671393057,sqrt(6710)
6711,26844,2,-14055814264780676146605*u - 1151462050260183835899076,56.0962218953659,sqrt(6711)
6715,26860,4,-48173719620549*u - 3947600443923154,36.6050314872403,sqrt(6715)
6717,6717,1,2967917981/2*u - 243242562029/2,26.2173249800692,1/2*sqrt(6717)
6718,26872,1,4390381240707307705737726637251014664*u - 359850602185898338227805854880268533823,89.4718994797339,sqrt(6718)
6719,26876,1,-1564538837077218511692277542239*u - 128244476414874891145923508438800,74.6246383846148,sqrt(6719)
6721,6721,2,-3397303532169813695883612834612*u + 278516736908269055216943634079785,75.4001781245615,1/2*sqrt(6721)
6722,26888,8,82*u + 6723,9.50643693749785,sqrt(6722)
6726,26904,8,82*u - 6725,9.50673437950215,sqrt(6726)
6729,6729,1,-2487985862770972247243183414955438001891284*u + 204090679878773902425530334336824357709280535,102.720285490599,1/2*sqrt(6729)
6730,26920,4,2101247901209*u + 172379185680627,33.4738649147183,sqrt(6730)
6731,26924,2,4576527838366915805*u - 375470571535963450326,48.0678589511769,sqrt(6731)
6733,6733,1,3186835651079161/2*u - 261495352228749717/2,40.1051929047539,1/2*sqrt(6733)
6734,26936,4,-1739850*u - 142773749,19.4699189409986,sqrt(6734)
6735,26940,4,65055923423*u + 5338947444604,29.9991968222803,sqrt(6735)
6737,6737,1,-3900218683845254829409*u + 320126946463573692393436,54.8161517582597,1/2*sqrt(6737)
6738,26952,2,-275839921476*u + 22642408627217,31.4439929322926,sqrt(6738)
6739,26956,2,-6665500833730603065*u - 547180378207331749174,48.4444573615789,sqrt(6739)
6742,26968,1,635609097023560747999511743279164018770178*u - 52189661304565048963222769130850401577469477,101.356605502283,sqrt(6742)
6743,26972,2,2698876910275*u + 221620360836876,33.7251341281737,sqrt(6743)
6745,6745,4,672119661864*u - 55199809283039,32.3351277947482,1/2*sqrt(6745)
6746,26984,2,12315357086879465*u - 1011509992099147957,42.1511231105261,sqrt(6746)
6747,26988,4,311488*u + 25585663,17.7506898940668,sqrt(6747)
6749,6749,2,2285*u - 187718,12.8358432962529,1/2*sqrt(6749)
6751,27004,6,-498688695*u - 40974491924,25.1293627424010,sqrt(6751)
6753,6753,1,39779719612716852620*u - 3268963658780163835351,50.2319071441926,1/2*sqrt(6753)
6754,27016,2,-25178836794690616346916*u - 2069265375934556242589585,56.6823830658528,sqrt(6754)
6755,27020,4,240097*u + 19733286,17.4909645930945,sqrt(6755)
6757,6757,8,5/2*u - 411/2,6.01859913437073,1/2*sqrt(6757)
6758,27032,2,2254616*u - 185345343,19.7308785423670,sqrt(6758)
6761,6761,1,-1446929067186983322564498221*u + 118974176979320533528396890700,67.6418511607890,1/2*sqrt(6761)
6763,27052,1,-4949907942879766460842366727408986896433440538768198593459*u + 407067861655157141339030459435781532846851405003234024209402,137.949477389018,sqrt(6763)
6765,6765,4,-4*u + 329,6.48920262165647,1/2*sqrt(6765)
6766,27064,6,-161156448492*u + 13256036301455,30.9086213151014,sqrt(6766)
6767,27068,2,-3452943*u - 284045228,20.1577912175271,sqrt(6767)
6769,6769,1,2876095954355145781411105266788153894754436309338289192357659264*u - 236627724953726103182712665485102546143472430387531261590019956735,151.222496164564,1/2*sqrt(6769)
6770,27080,12,-25*u + 2057,8.32215112929711,sqrt(6770)
6771,27084,8,2688*u + 221185,12.9999019149509,sqrt(6771)
6773,6773,2,57/2*u - 4691/2,8.45340101288523,1/2*sqrt(6773)
6774,27096,8,-29026*u + 2388965,15.3795179562792,sqrt(6774)
6778,27112,2,637711820201316293*u + 52501927642732300461,46.1005287403807,sqrt(6778)
6779,27116,5,-741*u + 61010,11.7119402446387,sqrt(6779)
6781,6781,1,-42449812465903611085/2*u + 3495607384713735965439/2,49.6057941002180,1/2*sqrt(6781)
6782,27128,3,-23800*u + 1959999,15.1816017015624,sqrt(6782)
6783,27132,8,39*u - 3212,8.76779623139461,sqrt(6783)
6785,6785,2,8521426034612524*u - 701919333531980631,41.7857420633952,1/2*sqrt(6785)
6787,27148,4,81464984933007*u - 6711350279035258,37.1357237400448,sqrt(6787)
6789,6789,2,-50783/2*u + 4184285/2,15.2468463990418,1/2*sqrt(6789)
6790,27160,4,108064759800834*u + 8904693582061829,37.4185020819697,sqrt(6790)
6791,27164,3,-3389009491517*u + 279279880765560,33.9563827323501,sqrt(6791)
6793,6793,1,-161243290452801225620889880731997*u + 13289616829619404923049652314866444,79.2654382901921,1/2*sqrt(6793)
6794,27176,2,-322048983134970*u - 26545120643443949,38.5107695263610,sqrt(6794)
6797,6797,1,-1908*u + 157303,12.6590763412516,1/2*sqrt(6797)
6798,27192,12,-20*u - 1649,8.10107141118076,sqrt(6798)
6799,27196,2,-626999228006726346473933708929708992179724*u - 51699879004027548027755193187169705020204825,101.347176527474,sqrt(6799)
6801,6801,1,5363281985180504286298883100420550334431736135132*u - 442300080975656540206204647884250625651815969188375,117.309220212227,1/2*sqrt(6801)
6802,27208,2,10449469100114716913112*u - 861812005737831405822017,55.8064712895220,sqrt(6802)
6803,27212,1,907652704284423526665*u + 74863467960946140773026,53.3631001607926,sqrt(6803)
6805,6805,4,-132*u + 10889,9.98865556279755,1/2*sqrt(6805)
6806,27224,12,-2*u + 165,5.79908347159758,sqrt(6806)
6807,27228,6,-220*u - 18151,10.4996281143951,sqrt(6807)
6809,6809,9,-60*u + 4951,9.20049202572245,1/2*sqrt(6809)
6810,27240,8,44*u - 3631,8.89041053301213,sqrt(6810)
6814,27256,1,-1029427332803628745329719345303758805519360341036298384304*u + 84976093089921692426795657143585936258935334089704478034175,136.382867440385,sqrt(6814)
6815,27260,4,-213937*u - 17661144,17.3800247107639,sqrt(6815)
6817,6817,2,-3472649761761329*u + 286719764473446336,40.8904288838054,1/2*sqrt(6817)
6818,27272,4,-4046*u - 334083,13.4122919246388,sqrt(6818)
6819,27276,6,-1249311*u + 103164650,19.1449839941322,sqrt(6819)
6821,6821,1,-170984448820*u + 14121493728951,30.9718663111278,1/2*sqrt(6821)
6823,27292,1,-633187055615298733194137331*u + 52302170670076565545258351448,66.8199825658167,sqrt(6823)
6826,27304,2,599972885503751114372609114460876307345*u - 49569525968651075936185320280099500069843,94.3973420564468,sqrt(6826)
6827,27308,1,-6932255975417590323*u + 572782238243979486922,48.4901844609662,sqrt(6827)
6829,6829,1,11286734564524311385779065/2*u - 932710504615960581684364539/2,62.1001371001146,1/2*sqrt(6829)
6830,27320,2,53234550*u - 4399506251,22.8979053364521,sqrt(6830)
6833,6833,1,1595812047654735679985*u - 131912955212175891130132,53.9295764082908,1/2*sqrt(6833)
6834,27336,12,-744*u - 61505,11.7200209317967,sqrt(6834)
6835,27340,6,-62166279*u + 5139538606,23.0533763275746,sqrt(6835)
6837,6837,2,-325/2*u + 26873/2,10.1988773426714,1/2*sqrt(6837)
6838,27352,2,104325934771957598040*u + 8626941100668320569151,51.2023241261812,sqrt(6838)
6839,27356,4,-959595*u - 79356824,18.8826121805387,sqrt(6839)
